_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
265,Roads and bridges,Transportation,Fort Frances,Detailed Design - Mill Road (Highway 11) Overpass Bridge Rehabilitation,Complete,March 2017,Detailed Design - Mill Road (Highway 11) Overpass Bridge Rehabilitation,,Rainy River,Northwest,,,Highway 11,0,,,,,,48.61766,-93.36489
266,Roads and bridges,Transportation,Fort Frances,Mill Road Overpass Rehabilitation,Complete,March 2020,Reconstruct both approaches and road sections of the Mill Road overpass,,Rainy River,Northwest,,,Highway 11,"$2,053,207",,Yes,,,,48.618018,-93.364882
267,Roads and bridges,Transportation,Fort Frances,Detailed Design for Reconstruction of Kings Highway (Pit Road Number 1 to Oakwood Road),Complete,March 2021,Detailed Design for Reconstruction of Kings Highway (Pit Road Number 1 to Oakwood Road),,Rainy River,Northwest,,,Highway 11/71,"$116,200",,Yes,,,,48.607255,-93.444531
268,Roads and bridges,Transportation,Fort Frances,Scott Street reconstruction,Complete,March 2022,Reconstruct Scott Street from Colonization Road East to Reid Avenue,,Rainy River,Northwest,,,Highway 11 ,"$3,000,000",,Yes,,,,48.610026,-93.392114
269,Roads and bridges,Transportation,Fort Frances,Reconstruction of Kings Highway,Complete,March 2023,Reconstruction of Kings Highway,,Rainy River,Northwest,,,11/1/1971,"$1,936,849",,Yes,,,,48.607259,-93.441791
270,Roads and bridges,Transportation,Fort Frances,Reconstruction of Kings Highway from Pit Road 2 to Oakwood Road,Complete,March 2024,Reconstruction of Kings Highway from Pit Road 2 to Oakwood Road,,Rainy River,Northwest,,,11/1/1971,"$1,953,017",,Yes,,,,48.60698,-93.44721
271,Roads and bridges,Transportation,Fort Frances,Detail Design for Reconstruction of Scott Street from Reid Avenue to Armit Avenue,Complete,March 2023,Detail Design for Reconstruction of Scott Street from Reid Avenue to Armit Avenue,,Rainy River,Northwest,,,11,"$75,729",,Yes,,,,48.61008,-93.384793
272,Roads and bridges,Transportation,Fort Frances,Detailed Design for Reconstruction of Third Street West (Highway 11/71) from Central Avenue Westerly,Complete,March 2024,Detailed Design for Reconstruction of Third Street West (Highway 11/71) from Central Avenue Westerly,,Rainy River,Northwest,,,11/17/2024,"$92,867",,Yes,,,,48.61254,-93.40485
273,Roads and bridges,Transportation,Frontenac Islands,"Wolfe Island Ferry Service, Marysville, Township of Frontenac Islands",Under construction,2024,Dock replacements,Shoreline infrastructure upgrades ,Frontenac,East,,,Not applicable,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.1947108,-76.4409478
274,Roads and bridges,Transportation,Goderich,Resurfacing of Highway 8 Adjacent to GEXR Rail Crossing,Complete,March 2024,Resurfacing of Highway 8 Adjacent to GEXR Rail Crossing,,Huron,Southwest,,,8,"$194,157",,Yes,,,,43.73204,-81.692189
275,Roads and bridges,Transportation,Greater Sudbury,"Hwy 69 connection to Sudbury southeast bypass, Sudbury",Planning,To Be Determined,Two to four-lane widening,Expanding Highway 69 to 4 lanes at the connection to Sudbury Southeast Bypass,Sudbury,Northeast,,,69,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.42791267,-80.88816673
276,Roads and bridges,Transportation,Greater Sudbury,"Nat River Bridge, east of Foleyet",Complete,2023,Bridge replacement,,Sudbury,Northeast,,,101,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.21782,-82.11507
277,Roads and bridges,Transportation,Grey Highlands,Deisgn & Engineering Study - Toronto and Sydenham Streets,Complete,March 2018,Design and engineering study related to the Toronto Street and Sydenham Street in Flesherton and Markdale,,Grey,Southwest,,,Highway 10,0,,Yes,,,,44.259632,-80.546905
278,Roads and bridges,Transportation,Grey Highlands,Reconstruction of Toronto Road and Sydenham Street (Flesherton),Under construction,March 2025,Reconstruction of Toronto Road and Sydenham Street (Flesherton),,Grey,Southwest,,,10,"$3,000,000",,Yes,,,,44.26184,-80.55047
279,Roads and bridges,Transportation,Guelph,York Road Reconstruction,Complete,June 2017,Reconstruct York Road (Highway 7),,Wellington,Southwest,,,Highway 7,0,,Yes,,,https://www.guelph.ca/living/construction-projects/york-road-water-and-sewer-pipe-replacement/,,
280,Roads and bridges,Transportation,Haldimand County,Reconstruction of  Talbot Street,Complete,March 2017,Reconstruct 1.7 kilometre of Talbot Street,,Haldimand-Norfolk,Southwest,,,Highway 3,0,,Yes,,,,,
281,Roads and bridges,Transportation,Haldimand County,Main Street Resurfacing ,Complete,March 2018,Road resurfacing and watermain improvements within Hagersville,,Haldimand-Norfolk,Southwest,,,Highway 6,0,,Yes,,,,42.962,-80.051809
282,Roads and bridges,Transportation,Haldimand County,Resurfacing of Broad Street East,Complete,March 2021,Resurfacing of Broad Street East,,Haldimand-Norfolk,Southwest,,,3,"$892,032",,Yes,,,,42.90601,-79.604269
283,Roads and bridges,Transportation,Haldimand County,Resurfacing of Broad Street (Highway 3) in Dunnville,Complete,March 2022,Resurfacing of Broad Street (Highway 3) in Dunnville,,Haldimand-Norfolk,Southwest,,,3,"$820,665",,Yes,,,,42.903581,-79.616999
284,Roads and bridges,Transportation,Haliburton County,"1.3 km west of the junction of Hwy 35, Carnarvon",Planning,2024,Culvert replacement,,Haliburton,East,,,118,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.04740449,-78.71150298
285,Roads and bridges,Transportation,Haliburton County,"Hwy 28 to Hadlington Rd., County of Haliburton",Planning,2025-2026,Culvert rehabilitation,,Haliburton,East,,,118,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.9727233,-78.2746544
286,Roads and bridges,Transportation,Halton,"North Shore Blvd., Phase 2, Burlington",Complete,2023,Bridge rehabilitation,,Halton,Central,,,QEW,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.315108,-79.807329
287,Roads and bridges,Transportation,Halton,"Regional Rd. 25 to Credit River Bridge, Milton, Mississauga",Complete,2023,"High Occupancy Vehicle Lane expansion, Bridge replacement, Bridge widening, Six to ten-lane widening, Six to twelve-lane widening",,Halton,Central,,,401,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.61246421,-79.72896009
288,Roads and bridges,Transportation,Halton Hills,Resurfacing Main Street ,Complete,March 2018,Resurfacing of 500 metres of Main Street from Knox Street northerly on the town’s Highway 7,,Halton,Central,,,Highway 7,0,,Yes,,,,,
289,Roads and bridges,Transportation,Halton Hills,Detailed Design for the Main Street North Bridge Rehabilitation ,Complete,March 2018,Detailed design for the rehabilitation of Main Street North Bridge in Georgetown,,Halton,Central,,,Highway 7,0,,Yes,,,,43.65317,-79.93095
290,Roads and bridges,Transportation,Halton Hills,Rehabilitation of the Main Street North bridge over CNR Site #13 ,Complete,March 2021,Rehabilitate the Main Street North bridge over CNR Site #13 ,,Halton,Central,,,Highway 7,"$2,962,787",,Yes,,,https://www.news.ontario.ca/mto/en/2019/07/connecting-links-funding-by-municipality-3.html,43.65317,-79.93095
291,Roads and bridges,Transportation,Halton Hills,Reconstruction of Young Street/Queen Street (Acton) ,Complete,March 2022,Reconstruction of Young Street/Queen Street (Acton) ,,Halton,Central,,,7,"$1,485,000",,Yes,,,,43.634414,-80.031537
292,Roads and bridges,Transportation,Halton Hills,Infrastructure Improvements - Main Street North and School Lane Intersection (Acton),Complete,March 2023,Infrastructure Improvements - Main Street North and School Lane Intersection (Acton),,Halton,Central,,,7,"$110,702",,Yes,,,,43.632082,-80.044649
293,Roads and bridges,Transportation,Halton Hills,Infrastructure Improvements - Guelph Street and Sinclair Avenue Intersection (Georgetown),Complete,March 2023,Infrastructure Improvements - Guelph Street and Sinclair Avenue Intersection (Georgetown),,Halton,Central,,,7,"$719,850",,Yes,,,,43.64977,-79.893984
294,Roads and bridges,Transportation,Hastings County,"Bay of Quinte Skyway, Deseronto",Under construction,2024,Bridge rehabilitation,,Hastings,East,,,49,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.17382081,-77.08654282
295,Roads and bridges,Transportation,Havelock-Belmont-Methuen,Ottawa Street Rehabilitation,Complete,March 2018,Resurfacing 1.9 kms of Ottawa Street,,Peterborough,East,,,Highway 7,0,,Yes,,,,,
296,Roads and bridges,Transportation,Havelock-Belmont-Methuen,Intersection Upgrades at Ottawa Street West and Concession Street including Stormwater Drain Improvements,Complete,March 2024,Intersection Upgrades at Ottawa Street West and Concession Street including Stormwater Drain Improvements,,Peterborough,East,,,7,"$405,239",,Yes,,,,44.433014,-77.892405
297,Roads and bridges,Transportation,Hawkesbury,Reconstruction of McGill Street and Retaining Wall Replacement,Complete,March 2022,Reconstruction of McGill Street and Retaining Wall Replacement,,Prescott and Russell,East,,,34,"$824,400",,Yes,,,,45.60901,-74.61348
298,Roads and bridges,Transportation,Hearst,Front Street Rehabilitation,Complete,March 2018,Rehabilitation of Front Street,,Cochrane,Northeast,,,Highway 11,0,,Yes,,,,49.69,-83.6698
299,Roads and bridges,Transportation,Huron East,Resurfacing of Goderich Street,Complete,March 2022,Resurface Goderich Street,,Huron,Southwest,,,Highway 8,"$1,662,494",,Yes,,,,43.553404,-81.393427
300,Roads and bridges,Transportation,Innisfil,Cookstown Traffic Signal Improvements,Complete,March 2018,"Traffic signal improvements at the intersection of Church Street, Queen Street and King Street in Cookstown",,Simcoe,Central,,,Highway 89,0,,Yes,,,,44.189878,-79.701638
301,Roads and bridges,Transportation,Innisfil,Queen Street Pedestrian Crossing Improvements,Complete,March 2022,Queen Street Pedestrian Crossing Improvements,,Simcoe,Central,,,89,"$59,211",,Yes,,,,44.188774,-79.706917
302,Roads and bridges,Transportation,Innisfil,Rehabilitation of Queen Street and Church Street (Cookstown),Under construction,March 2026,Rehabilitation of Queen Street and Church Street (Cookstown),,Simcoe,Central,,,89,"$545,770",,Yes,,,,44.1888,-79.7069
303,Roads and bridges,Transportation,Innisfil,"Innisfil Beach Rd., CNR overhead, Innisfil",Under construction,2025,"Bridge rehabilitation, Bridge replacement",,Simcoe,Central,,,400,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.28498484,-79.67973173
304,Roads and bridges,Transportation,Kapuskasing,Resurfacing of Government Road (Lasalle Ave to Gurney Rd),Complete,March 2022,Resurfacing of Government Road (Lasalle Ave to Gurney Rd),,Cochrane,Northeast,,,11,"$2,833,638",,Yes,,,,49.408849,-82.402151
305,Roads and bridges,Transportation,Kapuskasing,Resurfacing of Government Road (Gurney Road Easterly),Complete,March 2023,Resurfacing of Government Road (Gurney Road Easterly),,Cochrane,Northeast,,,11,"$3,000,000",,Yes,,,,49.405102,-82.39124
306,Roads and bridges,Transportation,Kapuskasing,Reconstruction of Highway 11 from Service Master to Caron Street,Complete,March 2024,Reconstruction of Highway 11 from Service Master to Caron Street,,Cochrane,Northeast,,,11,"$3,000,000",,Yes,,,,49.402796,-82.38528
307,Roads and bridges,Transportation,Kawartha Lakes,Resurfacing of Ottawa Street (Highway 7),Complete,March 2020,Resurface 1.9 kms of Ottawa Street from Mary Street to County Road 46,,Kawartha Lakes,East,,,Highway 7,"$174,106",,Yes,,,,44.5418,-78.7734
308,Roads and bridges,Transportation,Kawartha Lakes,Detailed Design for Resurfacing of King Street and Reconstruction of King Street in Downtown Omemee,Complete,March 2021,Detailed Design for Resurfacing of King Street and Reconstruction of King Street in Downtown Omemee,,Kawartha Lakes,East,,,7,"$63,563",,Yes,,,,44.3,-78.56
309,Roads and bridges,Transportation,Kawartha Lakes,Reconstruction and Resurfacing of King Street ,Complete,March 2024,Reconstruction and Resurfacing of King Street ,,Kawartha Lakes,East,,,7,"$3,000,000",,Yes,,,,44.3,-78.56
310,Roads and bridges,Transportation,Kenora District,"Ontario and Manitoba border easterly to west of Hwy 673, west of Kenora",Under construction,2024,"Two to four-lane widening, Illumination",,Kenora,Northwest,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.7374372,-95.07965584
311,Roads and bridges,Transportation,Kenora District,"2 km south of Hwy 17 southerly, west of Kenora",Under construction,2024,"Reconstruction, Realignment",,Kenora,Northwest,,,673,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.70215205,-95.06863151
312,Roads and bridges,Transportation,Kingston,"Wolfe Island Ferry Service, shoreline infrastructure upgrades, Kingston",Under construction,2025,Dock replacements,Shoreline infrastructure upgrades ,Frontenac,East,,,Not applicable,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.23265385,-76.47750002
313,Roads and bridges,Transportation,Kirkland Lake,Reconstruction of Government Street East,Complete,March 2019,Reconstruction of Government Street East,,Timiskaming,Northeast,,,Highway 66,0,,Yes,,,,48.154719,-80.025968
314,Roads and bridges,Transportation,Kirkland Lake,Resurfacing of Government Road (Highway 66) Including Pedestrian Crosswalk Improvements at Burnside Drive ,Under construction,March 2025,Resurfacing of Government Road (Highway 66) Including Pedestrian Crosswalk Improvements at Burnside Drive ,,Timiskaming,Northeast,,,66,"$934,880",,Yes,,,,48.1562,-80.0209
315,Roads and bridges,Transportation,Kitchener,"Grand River Bridges, Kitchener",Under construction,2025,"Bridge replacement, Bridge rehabilitation",,Waterloo,Southwest,,,401,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.40585489,-80.36984402
316,Roads and bridges,Transportation,Lambton Shores,King Street East Reconstruction,Complete,March 2019,Reconstruction of King Street East in Forest,,Lambton,Southwest,,,Highway 21 ,0,,Yes,,,,43.312016,-81.756994
317,Roads and bridges,Transportation,Lambton Shores,Main Street South Reconstruction,Complete,March 2021,Reconstruction of Main Street South (Highway 21) in Forest from the South Connecting Link limit to King Street East. ,,Lambton,Southwest,,,Highway 21,"$1,722,069",,Yes,,,,43.105786,-81.985841
318,Roads and bridges,Transportation,Lambton Shores,Reconstruction of  the Ontario Street corridor,Complete,March 2022,Reconstruct the Ontario Street corridor,,Lambton,Southwest,,,Highway 21,"$1,075,651",,Yes,,,,43.31195,-81.757058
319,Roads and bridges,Transportation,Leeds and Grenville United Counties,"County Rd. 42, United Counties of Leeds and Grenville",Planning,2024,Intersection improvements,,Leeds and Grenville,East,,,15,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.654291,-76.2568469
320,Roads and bridges,Transportation,Loyalist,Davy Street Reconstruction,Complete,March 2018,Reconstruction of Davy Street,,Lennox and Addington,East,,,Highway 33,0,,Yes,,,,44.182372,-76.776878
