_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
266,Education,Education,Iroquois Falls,École secondaire catholique l'Alliance,Complete,September 2020,Construction of new school,New facility to accommodate 180 underserved French-language students,Cochrane,Northeast,296 CAMBRIDGE AVE,P0K1E0,,"$7,093,955",,Yes,Yes,Yes,,48.76236364,-80.68691756
267,Education,Education,Iroquois Falls,École élémentaire publique Étoile du Nord,Complete,September 2015,Expansion of existing school,School addition and renovation,Cochrane,Northeast,551 UNION ST,P0K1G0,,"$3,463,084",,Yes,Yes,Yes,,48.76609063,-80.69368435
268,Education,Education,Johnson,Central Algoma Public Elementary and Secondary School,Complete,September 2016,Expansion of existing school,New classroom addition of 125 pupil places to accommodate students as a result of a consolidation,Algoma,Northeast,32 KENSINGTON RD RR 1,P0R1E0,,"$3,069,292",,Yes,,,,46.34007,-83.9369
269,Education,Education,Johnson,Central Algoma Public Elementary and Secondary School,Complete,March 2021,Expansion of existing school,"New classroom addition of 95 pupil places to accommodate students as a result of a consolidation, including 64 child care spaces",Algoma,Northeast,32 KENSINGTON RD RR 1,P0R1E0,,"$8,642,578",,Yes,,,,46.34007,-83.9369
270,Education,Education,Kapuskasing,École élémentaire publique Coeur du Nord,Complete,September 2016,Expansion of existing school,New classroom addition of 98 pupil places for a growing school,Cochrane,Northeast,80 CEDAR ST,P5N2B3,,"$3,241,826",,Yes,Yes,Yes,,49.4205,-82.4266
271,Education,Education,Kawartha Lakes,Scott Young Public Elementary School,Under construction,September 2024,Expansion of existing school,"New classroom addition of 52 pupil places to accommodate students as a result of consolidation, including 49 child care spaces and 1 EarlyON room",Kawartha Lakes,East,27 WALNUT ST,K0L2W0,,"$5,908,455",,Yes,,,,44.29932,-78.56551
272,Education,Education,Kenora,Valleyview Public Elementary School,Complete,September 2016,Renovation of existing school,School renovation as a result of condition of school,Kenora,Northwest,1529 VALLEY DR,P9N4K3,,0,,,,Yes,,49.78314,-94.44565
273,Education,Education,Kenora,Nestor Falls Public Elementary School,Planning,January 2025,Construction of new school,New replacement facility to accommodate 46 students,Kenora,Northwest,TBD,P0X1K0,,"$3,682,023",,Yes,,,,,
274,Education,Education,"Killaloe, Hagarty and Richards",St. Andrews Catholic Elementary School,Complete,September 2015,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Renfrew,East,35 CAMERON ST,K0J2A0,,"$582,983",,Yes,,,,45.55709,-77.41736
275,Education,Education,Kincardine,St. Anthony Catholic Elementary School,Complete,September 2023,Expansion of existing school,"New classroom addition of 190 pupil places for a growing school, including 78 child care spaces",Bruce,Southwest,709 RUSSELL ST,N2Z1R1,,"$9,706,435",,Yes,,Yes,,44.17023,-81.62284
276,Education,Education,Kincardine,Kincardine Public Secondary School,Under construction,September 2026,Construction of new school,New facility to accommodate 881 students in a growing community,Bruce,Southwest,TBD,TBD,,"$26,450,989",,Yes,,,,,
277,Education,Education,Kingston,Kingston Central / Module Vanier Public Secondary School,Complete,March 2020,Construction of new school,New facility to accommodate 1341 students as a result of a consolidation,Frontenac,East,145 KIRKPATRICK ST,K7K2P4,,"$37,399,663",,Yes,,Yes,,44.2544805,-76.5014632
278,Education,Education,Kingston,St. Francis Assisi Catholic Elementary School,Complete,September 2017,Construction of new school,New facility to accommodate 363 students as a result of a consolidation,Frontenac,East,114 WILEY ST,K7K5B5,,"$8,576,150",,Yes,,,,44.2608581,-76.490657
279,Education,Education,Kingston,Molly Brant Public Elementary School,Complete,September 2016,New school built,New facility to accommodate 459 students as a result of a consolidation,Frontenac,East,30 LYONS ST,K7K0J5,,"$10,295,481",,Yes,,Yes,,44.254454,-76.4993718
280,Education,Education,Kingston,Queen Elizabeth Public Secondary School,Complete,December 2020,Demolition,Full/Partial demolition of the existing facility,Frontenac,East,145 KIRKPATRICK ST,K7K2P4,,"$2,130,000",,Yes,,,,44.253539,-76.502086
281,Education,Education,Kingston,Mother Teresa Catholic Elementary School,Complete,September 2015,Renovation of existing school,School renovation as a result of condition of school,Frontenac,East,1044 LANCASTER DR,K7P2L6,,"$526,017",,Yes,,Yes,,44.25586,-76.59818
282,Education,Education,Kingston,Holy Family Catholic Elementary School,Complete,September 2017,Demolition,Full/Partial demolition of the existing facility,Frontenac,East,114 WILEY ST,K7K5B5,,"$405,757",,Yes,,,,44.26099,-76.48976
283,Education,Education,Kingston,Kingston West Catholic Elementary School,Under construction,September 2024,Construction of new school,"New facility to accommodate 481 students in a growing community, including the construction of 73 child care spaces and of 3 EarlyON rooms",Frontenac,East,386 HOLDEN ST,,,"$15,216,388",,Yes,,Yes,,44.26725301,-76.58970419
284,Education,Education,Kingston,École secondaire publique Mille Îles,Complete,September 2023,Construction of new school,New facility to accommodate 300 students in a growing community,Frontenac,East,1381 DEMERS AVE,K7M3X9,,"$13,555,472",,Yes,,Yes,,44.24991,-76.56075
285,Education,Education,Kingston,école secondaire catholique Marie-Rivier,Complete,September 2023,Construction of new school,"New facility to accommodate 300 students in a growing community, including the construction of 49 child care spaces and of 1 EarlyON room",Frontenac,East,1381 DEMERS AVE,K7M3X9,,"$15,784,450",,Yes,,Yes,,44.24991,-76.56075
286,Education,Education,Kingsville,Kingsville Public Elementary and Secondary School,Under construction,September 2024,Construction of new school,"New facility to accommodate 1795 students as a result of a consolidation, including the construction of 98 child care spaces and of 3 EarlyON rooms",Essex,Southwest,1620 JASPERSON LANE,N9Y3J5,,"$56,091,086",,Yes,,Yes,,42.046614,-82.724202
287,Education,Education,Kitchener,Chicopee Hills Public Elementary School,Complete,September 2017,Construction of new school,New facility to accommodate 646 students in a growing community,Waterloo,Southwest,300 CHICOPEE HILLS DR,N2A0J6,,"$11,611,846",,Yes,,Yes,,43.44492322,-80.41454402
288,Education,Education,Kitchener,Groh Public Elementary School,Complete,September 2017,Construction of new school,New facility to accommodate 574 students in a growing community,Waterloo,Southwest,225 THOMAS SLEE DR,N2P0B8,,"$11,196,929",,Yes,,Yes,,43.37243,-80.43902
289,Education,Education,Kitchener,Janet Metcalfe Public Elementary School,Complete,September 2018,Construction of new school,"New facility to accommodate 663 students in a growing community, including the construction of 88 child care spaces",Waterloo,Southwest,335 SEABROOK DR,N2R0G3,,"$15,543,454",,Yes,,Yes,,43.38538,-80.49843
290,Education,Education,Kitchener,Grand River Public Secondary School,Complete,September 2018,Expansion of existing school,New classroom addition of 138 pupil places to accommodate students as a result of a consolidation,Waterloo,Southwest,175 INDIAN RD,N2B2S7,,"$3,647,588",,Yes,,Yes,,43.45733,-80.43752
291,Education,Education,Kitchener,Brigadoon-Huron Catholic Elementary School,Complete,September 2023,Construction of new school,"New facility to accommodate 650 students in a growing community, including the construction of 88 child care spaces",Waterloo,Southwest,S HURON / E FISHER HALLMAN,,,"$17,841,779",,Yes,,Yes,,43.38242,-80.48216
292,Education,Education,Kitchener,Jean Steckle Public Elementary School,Complete,September 2014,New school built,New facility to accommodate 650 students in a growing community,Waterloo,Southwest,130 WOODBINE AVE,N2R1X9,,"$9,462,768",,Yes,,Yes,,43.38817652,-80.48417819
293,Education,Education,Kitchener,Westmount Public Elementary School,Complete,September 2015,New school built,New facility to accommodate 493 students in a growing community,Waterloo,Southwest,329 GLASGOW ST,N2M2M9,,"$2,379,345",,Yes,,Yes,,43.44921,-80.5209
294,Education,Education,Kitchener,St. Aloysius Catholic Elementary School,Complete,September 2015,Expansion of existing school,New classroom addition of 46 pupil places for a growing school,Waterloo,Southwest,504 CONNAUGHT ST,N2C1C2,,"$3,239,016",,Yes,,Yes,,43.42867,-80.44493
295,Education,Education,Kitchener,South Kitchener Public Elementary School,Planning,September 2025,Construction of new school,"New facility to accommodate 591 students in a growing community, including the construction of 49 child care spaces",Waterloo,Southwest,670 THOMAS SLEE DR,,,"$23,832,967",,Yes,,Yes,,43.37695634,-80.42145552
296,Education,Education,Kitchener,East Kitchener Catholic Secondary School,Under construction,September 2025,Construction of new school,New facility to accommodate 1400 students in a growing community,Waterloo,Southwest,TBD,TBD,,"$37,699,818",,Yes,,,,,
297,Education,Education,Kitchener,Rosenberg Catholic Elementary School,Under construction,January 2025,Construction of new school,New facility to accommodate 527 students in a growing community,Waterloo,Southwest,ROSENBERG WAY / FOREST WALK ST,TBD,,"$12,142,420",,Yes,,,,,
298,Education,Education,Kitchener,St. Patrick Catholic Elementary School,Under construction,January 2025,Construction of new school,"New facility to accommodate 527 students in a growing community, including the construction of 88 child care spaces",Waterloo,Southwest,THALER AVE / BURGETZ AVE,,,"$27,150,764",,Yes,,,,43.43707137,-80.43367046
299,Education,Education,Lakeshore,École élémentaire catholique Pavillon des Jeunes ,Complete,September 2016,Expansion of existing school,Expansion of the gymnasium to accommodate school population,Essex,Southwest,326 ROURKE LINE RR 3,N0R1A0,,0,,,,Yes,,42.2879365,-82.7328782
300,Education,Education,Lakeshore,Lakeshore Public Elementary School,Planning,September 2026,Construction of new school,New facility to accommodate 582 students in a growing community,Essex,Southwest,TBD,TBD,,"$13,023,966",,Yes,,,,,
301,Education,Education,Lambton Shores,Forest Area Public Elementary and Secondary School,Planning,September 2026,Construction of new school,"New facility to accommodate 1024 students as a result of a consolidation, including the construction of 24 child care spaces and of 2 EarlyON rooms",Lambton,Southwest,105 BEECHWOOD AVE,N0N1J0,,"$39,783,310",,Yes,,,,43.10531198,-81.99127646
302,Education,Education,LaSalle,Legacy Oak Trail Public Elementary School,Under construction,September 2024,Expansion of existing school,New classroom addition of 167 pupil places for a growing school,Essex,Southwest,2648 LEPTIS MAGNA DR,N9J0E4,,"$4,901,913",,Yes,,,,42.22413654,-83.04465858
303,Education,Education,Leamington,Leamington District Public Secondary School,Complete,September 2017,Construction of new school,New replacement facility to accommodate 1017 students,Essex,Southwest,80 OAK ST W,N8H2B3,,"$26,686,228",,Yes,,,,42.04646,-82.60853
304,Education,Education,Leamington,Cardinal Carter Catholic Secondary School,Complete,September 2017,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Essex,Southwest,120 ELLISON AVE,N8H5C7,,"$3,796,013",,Yes,,,,42.03925,-82.61348
305,Education,Education,Leamington,St. Louis Catholic Elementary School,Complete,September 2017,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Essex,Southwest,176 TALBOT ST E,N8H1M2,,"$390,520",,Yes,,,,42.05453,-82.58913
306,Education,Education,Leamington,St. Louis Catholic Elementary School,Complete,January 2024,Expansion of existing school,"New classroom addition of 147 pupil places for a growing school, including 63 child care spaces",Essex,Southwest,176 TALBOT ST E,N8H1M2,,"$6,507,464",,Yes,,Yes,,42.05453,-82.58913
307,Education,Education,Leamington,Queen Elizabeth Public Elementary School,Under construction,September 2025,Expansion of existing school,"New classroom addition of 73 pupil places to accommodate students as a result of consolidation, including 73 child care spaces and 2 EarlyON rooms",Essex,Southwest,4 MAXON AVE,N8H2E2,,"$7,147,057",,Yes,,Yes,,42.0453,-82.59526
308,Education,Education,Lincoln,Twenty Valley Public Elementary School,Complete,September 2015,New school built,New facility to accommodate 481 students as a result of a consolidation,Niagara,Central,4057 VICTORIA AVE,L0R2C0,,"$9,852,671",,Yes,,,,43.15851,-79.39187
309,Education,Education,Lincoln,West Niagara Public Secondary School,Complete,September 2023,Construction of new school,New facility to accommodate 1533 students as a result of a consolidation,Niagara,Central,5699 KING ST,L0R1B3,,"$41,150,118",,Yes,,Yes,,43.18368,-79.512664
310,Education,Education,Lincoln,Lincoln Catholic Elementary School,Under construction,September 2025,Construction of new school,New facility to accommodate 421 students in a growing community,Niagara,Central,MOUNTAIN ST / CASSANDRA DR,,,"$12,122,607",,Yes,,,,43.15736769,-79.4779751
311,Education,Education,London,Cedar Hollow Public Elementary School,Complete,September 2017,Construction of new school,"New facility to accommodate 625 students in a growing community, including the construction of 88 child care spaces and of 4 child and family rooms",Middlesex,Southwest,1800 CEDAR HOLLOW BLVD,N5X0K3,,"$15,698,729",,Yes,,,,43.04330245,-81.21276628
312,Education,Education,London,Arthur Currie Public Elementary School,Complete,September 2017,Construction of new school,"New facility to accommodate 533 students in a growing community, including the construction of 88 child care spaces and of 4 child and family rooms",Middlesex,Southwest,2435 BUROAK DR,N6G0L1,,"$14,025,667",,Yes,,,,43.02459204,-81.3245619
